order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-08-26 23:17:22.843359,Robert Hughes,oliviastevenson@example.org,16,466,5,2330
2,2023-08-28 03:19:50.395156,Jonathan Alvarado,uwoods@example.net,13,408,5,2040
3,2023-08-09 10:28:01.302776,Jonathan Fields,cunninghamaimee@example.org,20,351,7,2457
4,2023-08-29 18:18:04.356054,Elizabeth Powers,jessica19@example.net,17,123,2,246
5,2023-08-19 02:23:49.136552,Jerry Stone,wilsonjames@example.org,19,411,8,3288
6,2023-08-19 09:52:46.966578,Jessica Melton,malonejames@example.com,7,98,5,490
7,2023-08-16 19:16:00.744682,Eric Greene,carriefoster@example.net,18,73,5,365
8,2023-08-19 09:27:00.121465,Kimberly Jones,holmesbrian@example.com,7,98,1,98
9,2023-08-18 23:16:59.609181,Roger Charles,joshuayoung@example.net,14,445,4,1780
10,2023-08-17 02:49:18.303377,Madison Wright,awood@example.net,2,326,5,1630
11,2023-08-20 14:22:53.375298,Sarah Montoya,charles07@example.com,3,438,9,3942
12,2023-08-15 22:36:53.132080,Cory Bowman,sharongreen@example.org,17,123,6,738
13,2023-08-06 23:51:06.037352,Kenneth Gonzales,jimenezchristina@example.net,10,447,3,1341
14,2023-08-06 15:38:59.278221,Robin Nixon,keithmaldonado@example.com,15,117,8,936
15,2023-08-28 04:30:49.970065,Patricia Moore,simonsarah@example.net,2,326,2,652
16,2023-08-07 16:24:29.094145,Jordan Stephens,richard89@example.org,18,73,3,219
17,2023-08-20 18:18:37.681263,Victor Marshall,patricksmith@example.com,9,33,9,297
18,2023-08-14 16:53:01.183976,Kayla Martinez,russomark@example.net,10,447,5,2235
19,2023-08-01 02:00:23.402440,April Walker,matthewwhite@example.net,1,44,5,220
20,2023-08-20 12:55:44.314196,Gabrielle Rivera,martinezmarisa@example.org,8,272,6,1632
21,2023-08-09 09:09:32.639575,Barbara Kim,slee@example.org,11,33,8,264
22,2023-08-10 20:39:31.777504,Jessica Campos,blyons@example.org,14,445,6,2670
23,2023-08-12 05:09:33.835147,Lindsay Munoz,cmoreno@example.org,11,33,3,99
24,2023-08-25 09:10:13.818604,Kaitlyn Cardenas,timothy67@example.com,4,409,7,2863
25,2023-08-10 03:49:12.578225,Theresa Washington,chapmanhector@example.com,10,447,5,2235
26,2023-08-08 11:38:07.870547,Marcus Porter,martinshannon@example.org,11,33,5,165
27,2023-08-18 05:50:47.749693,Amy Hayes,timothystrong@example.net,3,438,2,876
28,2023-08-11 23:08:51.561103,Kara Porter,melindamorris@example.net,18,73,2,146
29,2023-08-10 07:18:42.553084,Philip Allen,hollymiller@example.com,1,44,1,44
30,2023-08-09 20:46:50.098301,Courtney Mckenzie,martinjimmy@example.net,16,466,6,2796
31,2023-08-14 04:55:23.141421,Dorothy Mullins,gramos@example.com,20,351,9,3159
32,2023-08-13 14:25:58.094138,Nathaniel Hill,kimrobert@example.net,11,33,9,297
33,2023-08-05 16:40:42.881310,Teresa Stewart,deanlee@example.net,7,98,3,294
34,2023-08-03 22:13:32.061783,Teresa Johnson,jameshartman@example.org,2,326,5,1630
35,2023-08-09 20:28:24.514173,Gregory Rios,bfernandez@example.org,16,466,4,1864
36,2023-08-12 16:44:36.113361,Courtney Harper,rachael99@example.net,4,409,5,2045
37,2023-08-03 01:39:37.654450,Garrett Brooks,joshuagriffin@example.com,14,445,3,1335
38,2023-08-15 12:02:51.690098,Isabella Gonzalez,michael49@example.net,5,398,5,1990
39,2023-08-19 22:50:55.735752,George Callahan,robertwatts@example.net,11,33,5,165
40,2023-08-14 00:58:46.549785,Danielle Adams,parknathaniel@example.net,12,95,1,95
41,2023-08-03 10:33:19.234017,Joan Hartman,michael13@example.org,13,408,6,2448
42,2023-08-23 21:10:43.335674,Kevin Brewer,christopherberg@example.net,7,98,7,686
43,2023-08-13 14:07:51.271854,Victoria Long,jenniferbaker@example.org,17,123,2,246
44,2023-08-04 15:07:49.512131,Kaitlin Rodgers,xfowler@example.com,15,117,2,234
45,2023-08-14 07:05:29.483259,Marvin Howard,kimberly94@example.org,9,33,8,264
46,2023-08-10 22:39:25.182108,Hector Morgan,haroldrodgers@example.net,3,438,3,1314
47,2023-08-11 15:42:24.411901,Caroline Davis,brandykennedy@example.net,1,44,3,132
48,2023-08-23 05:19:12.212658,Jose Oliver,ronnieyates@example.org,18,73,4,292
49,2023-08-20 02:10:05.866646,William Shaw,nelsonanthony@example.net,12,95,7,665
50,2023-08-24 22:26:25.568121,Christina Medina,nicole61@example.net,4,409,7,2863
51,2023-08-06 14:47:19.104374,Matthew Saunders,kadams@example.com,17,123,5,615
52,2023-08-24 22:48:22.981526,Mr. Eric Williams Jr.,robertsoncynthia@example.net,12,95,5,475
53,2023-08-10 16:05:43.987300,Raymond Rodriguez,ryanperkins@example.com,19,411,6,2466
54,2023-08-10 19:38:48.629046,Mary Hunter,kristenphillips@example.com,2,326,1,326
55,2023-08-14 09:52:00.863401,Jason Brown,juliahansen@example.com,2,326,5,1630
