order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-03-08 04:59:11.137992,Katherine Nguyen,vmora@example.org,18,73,3,219
2,2023-03-03 05:06:19.962427,Samuel Dominguez,gomezconnor@example.com,17,123,8,984
3,2023-03-25 07:07:09.233677,Joshua Morrow,nneal@example.com,6,305,7,2135
4,2023-03-17 18:27:54.856679,Katrina Bryant,scottchang@example.net,13,408,8,3264
5,2023-03-22 08:21:22.530033,Diana Cummings,kevin06@example.com,7,98,2,196
6,2023-03-10 00:03:32.060908,Jennifer Foster,dawn24@example.org,3,438,3,1314
7,2023-03-27 21:45:37.977905,Justin Sawyer,deckermisty@example.org,19,411,4,1644
8,2023-03-24 05:18:09.492110,Tracy Hill,johnhernandez@example.org,12,95,6,570
9,2023-03-09 20:06:15.889612,Andrew Ortiz,jill45@example.com,20,351,6,2106
10,2023-03-25 15:57:43.376753,Shelley Morgan,wmiller@example.com,19,411,5,2055
11,2023-03-05 10:15:40.353959,Stefanie Lawson,bryanwilliams@example.net,4,409,5,2045
12,2023-03-08 23:06:28.216501,Travis Yu,clarkolivia@example.net,14,445,8,3560
13,2023-03-28 13:25:44.010615,Stephanie Snyder,jessica79@example.org,2,326,9,2934
14,2023-03-20 18:41:39.908782,Bryan Spencer,huynhcharles@example.net,16,466,1,466
15,2023-03-04 17:44:06.313664,Emily Sutton,davidvelasquez@example.net,15,117,6,702
16,2023-03-18 06:46:29.507853,Rachel Thornton,xjones@example.net,18,73,1,73
17,2023-03-18 03:08:57.287089,Joshua Perkins,johnsonxavier@example.com,5,398,8,3184
18,2023-03-09 02:43:33.421995,Lori Miller,ncervantes@example.net,19,411,7,2877
19,2023-03-24 02:41:50.414316,Stephanie Wilson,anthonytheresa@example.net,11,33,7,231
20,2023-03-29 05:29:40.489840,Natalie Mayer,butlersamantha@example.org,20,351,3,1053
21,2023-03-24 08:40:36.893344,Ryan Blake,amy34@example.com,4,409,5,2045
22,2023-03-01 18:34:00.805893,Douglas Graves,zamorasarah@example.net,9,33,1,33
23,2023-03-28 22:13:03.020043,Anthony Ross,stevenmalone@example.net,18,73,1,73
