order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-02-07 22:05:51.074507,Kyle Moore,smithnicole@example.org,5,398,5,1990
2,2023-02-11 02:33:10.151266,Melinda Keller,jduran@example.com,5,398,6,2388
3,2023-02-10 23:20:17.536132,Nicholas Holloway,kellylee@example.net,15,117,6,702
4,2023-02-08 15:22:03.507099,Matthew Lee,colenicholas@example.org,9,33,5,165
5,2023-02-09 09:40:06.691508,Amanda Marshall,robertriley@example.com,1,44,1,44
6,2023-02-08 12:53:33.216211,Antonio Boyle,mercerdavid@example.net,14,445,3,1335
7,2023-02-16 03:44:50.421848,George Rodriguez,fholmes@example.net,5,398,5,1990
8,2023-02-19 20:49:37.527210,Susan Kent,vanessa26@example.com,13,408,7,2856
9,2023-02-23 16:32:49.210931,Rebecca Kelly,anita51@example.net,19,411,9,3699
10,2023-02-01 19:27:05.264928,Charles Reed,michelle62@example.net,17,123,7,861
11,2023-02-06 11:32:39.590915,Alexis Jacobs,archerkathleen@example.com,7,98,3,294
12,2023-02-23 13:30:26.308833,Thomas Winters,kirsten72@example.net,8,272,9,2448
13,2023-02-18 16:01:17.845055,Ryan Brown,mcfarlandrichard@example.org,3,438,9,3942
14,2023-02-18 21:37:36.314625,Marcus Moody,rodriguezjennifer@example.org,16,466,7,3262
15,2023-02-27 09:55:46.420059,Michael Hernandez,jason75@example.net,6,305,5,1525
16,2023-02-15 11:15:02.075393,Daniel Simpson,stephensonelizabeth@example.org,18,73,9,657
17,2023-02-04 01:27:17.128523,Thomas Pierce,hayesheidi@example.org,2,326,9,2934
18,2023-02-22 07:24:35.974916,Rhonda Herrera,penny48@example.net,15,117,1,117
19,2023-02-09 12:10:07.857787,Caleb Mullins,hardyjoshua@example.org,13,408,3,1224
20,2023-02-26 10:09:02.987385,Frank Allen,moorerobert@example.org,1,44,2,88
21,2023-02-03 07:38:30.160628,Aaron Webb,sharonjohnson@example.org,10,447,7,3129
22,2023-02-02 22:36:21.096182,Joshua King,toddkathryn@example.org,9,33,7,231
23,2023-02-23 11:31:15.985486,Kathy Lee,stephaniegolden@example.com,5,398,6,2388
24,2023-02-10 11:15:25.662356,Emily Garrison,mmiranda@example.org,6,305,8,2440
25,2023-02-17 23:28:43.116565,Amanda Jackson,jacksonjessica@example.net,18,73,5,365
26,2023-02-12 00:42:36.658783,Christine Ramirez,samuelmassey@example.net,8,272,9,2448
27,2023-02-19 19:50:20.735551,James Walker,enunez@example.org,11,33,7,231
28,2023-02-21 08:39:09.715496,Allison Dalton,burgesstina@example.net,6,305,3,915
29,2023-02-11 17:39:53.293133,Steven Lee,hannahmitchell@example.net,16,466,1,466
30,2023-02-26 09:15:43.877037,Nathan Nelson,cnewman@example.org,14,445,6,2670
31,2023-02-15 11:35:20.017525,Samuel Martin,ynguyen@example.com,5,398,6,2388
32,2023-02-16 05:34:21.143343,Shawn Stewart,dyervictor@example.com,14,445,5,2225
33,2023-02-26 03:34:08.833931,Randall Davidson,morenogina@example.com,4,409,6,2454
34,2023-02-19 03:28:44.598582,Miguel Wilson,albert15@example.net,3,438,8,3504
35,2023-02-14 15:08:34.212785,Rodney Peterson,jreynolds@example.org,13,408,6,2448
36,2023-02-19 14:07:28.801072,Kayla Wang,nicole83@example.org,9,33,5,165
37,2023-02-04 05:18:37.885207,Suzanne Green,kelly61@example.com,20,351,6,2106
38,2023-02-25 01:05:28.705224,Michaela Harris,martinezjames@example.com,4,409,5,2045
39,2023-02-15 23:14:28.179597,Alicia Hartman,simpsonmartin@example.org,18,73,4,292
40,2023-02-25 12:05:15.471832,Jacob Wiggins,rfoster@example.com,6,305,2,610
41,2023-02-03 04:16:49.388580,Sarah Ali,stephanie47@example.net,7,98,5,490
42,2023-02-03 08:54:48.905591,Mark Green,jonathan79@example.org,10,447,4,1788
43,2023-02-12 09:53:05.701052,Ryan Ferrell,vmurphy@example.com,19,411,1,411
44,2023-02-13 21:34:02.801822,Michael Chapman,wmelton@example.org,7,98,6,588
45,2023-02-09 23:07:58.939102,Wendy Wilson,brendan17@example.com,6,305,3,915
46,2023-02-15 01:23:37.843743,Colleen Cardenas,gbaker@example.org,19,411,2,822
47,2023-02-25 17:56:16.293844,Daisy Hicks DDS,rhill@example.org,11,33,2,66
48,2023-02-18 01:46:13.224104,Phillip Dyer,mwilliams@example.net,6,305,2,610
49,2023-02-11 00:32:50.350832,Suzanne Dixon,patrickwolf@example.com,10,447,1,447
50,2023-02-15 14:37:49.090141,Erin Juarez,garnerjoshua@example.com,20,351,7,2457
51,2023-02-04 20:29:25.880452,Lisa Roberts,lesliebaker@example.org,16,466,1,466
52,2023-02-23 14:36:06.283395,Robert Moore,jgriffith@example.com,16,466,4,1864
53,2023-02-11 06:42:48.695708,Adam Donaldson,pmurphy@example.net,14,445,6,2670
54,2023-02-12 14:38:59.325361,Joe Thompson,sbass@example.org,19,411,6,2466
55,2023-02-20 05:50:39.962828,Desiree Carter,sharon61@example.com,17,123,4,492
56,2023-02-03 21:57:24.123873,Taylor King,glassjoseph@example.org,14,445,5,2225
57,2023-02-20 17:17:50.148279,Alex Fisher,lauren18@example.org,10,447,2,894
58,2023-02-01 05:58:49.177751,Bruce Griffith,whiteautumn@example.net,3,438,2,876
59,2023-02-10 09:50:17.643692,Andrew Patterson MD,uanderson@example.com,18,73,6,438
60,2023-02-27 02:16:01.840481,Margaret Willis,umaddox@example.org,12,95,6,570
61,2023-02-17 07:15:22.783171,David Johnson,christopher45@example.net,13,408,2,816
62,2023-02-18 02:49:40.422793,Brianna Weaver,tiffany28@example.com,13,408,6,2448
