order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-09-13 20:40:04.971878,Erik Brown,david30@example.com,13,408,1,408
2,2023-09-18 19:41:39.462639,Kaitlin Martinez,christophercooper@example.org,10,447,3,1341
3,2023-09-25 03:06:03.403286,Kevin Schultz,michael09@example.net,15,117,1,117
4,2023-09-02 14:53:50.882546,Roy Mclaughlin,cody64@example.com,1,44,5,220
5,2023-09-08 21:32:50.869260,Patrick Mack,wilsonshirley@example.net,20,351,5,1755
6,2023-09-07 18:48:58.595356,Francisco Foley,pdunn@example.com,15,117,9,1053
7,2023-09-18 13:29:01.465985,Jeffrey Carter,gjimenez@example.org,6,305,6,1830
8,2023-09-06 08:47:55.105998,Maxwell Hernandez,briannanelson@example.net,20,351,3,1053
9,2023-09-26 21:55:23.670007,Todd Thomas,shermanrobert@example.net,12,95,4,380
10,2023-09-20 04:25:22.933841,Tiffany Wiggins,nicolemoreno@example.net,6,305,3,915
11,2023-09-27 14:41:14.745210,Mr. Michael Randall,kscott@example.org,16,466,8,3728
12,2023-09-02 11:48:26.720518,Tina Madden,gordonmarissa@example.net,18,73,4,292
13,2023-09-09 10:00:38.442554,Rose Cooke,dylan99@example.com,8,272,3,816
14,2023-09-03 18:38:04.589200,Richard Herman,dmullins@example.net,4,409,9,3681
15,2023-09-14 13:07:14.193465,Bryan Becker,kaitlyn27@example.net,7,98,3,294
16,2023-09-27 04:28:22.977678,Rachel Blake,tamarahayes@example.com,4,409,7,2863
17,2023-09-06 13:42:48.652699,Donna Moore,jacksonthomas@example.net,2,326,4,1304
18,2023-09-16 23:01:28.714674,Chad Warren,julia09@example.com,1,44,2,88
19,2023-09-25 07:41:49.937122,Christie Davis,tabbott@example.net,2,326,7,2282
20,2023-09-02 21:23:21.803536,Catherine Hancock,obender@example.org,19,411,2,822
21,2023-09-17 18:00:20.536308,David Fischer,brianwood@example.com,7,98,4,392
22,2023-09-10 01:16:32.032719,Jenny Zamora MD,shortcrystal@example.com,15,117,8,936
23,2023-09-06 00:49:46.160371,Jessica Myers,crystalwest@example.org,14,445,7,3115
24,2023-09-03 17:47:32.631220,James Gilbert,maldonadojoshua@example.org,15,117,2,234
25,2023-09-04 05:39:06.955315,Jennifer Stewart,nbarnett@example.com,19,411,5,2055
26,2023-09-22 05:55:56.078652,Kristina Hernandez,brandonrodriguez@example.org,19,411,8,3288
