order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-12-06 15:36:51.305793,Amanda Dunn,thomasjohn@example.net,12,95,2,190
2,2023-12-29 08:51:12.216529,Brooke Washington,ashleylee@example.com,17,123,1,123
3,2023-12-23 06:21:21.457478,Lori Thomas,vincentjoshua@example.com,17,123,2,246
4,2023-12-24 02:43:01.275568,William Velazquez,adrianhiggins@example.org,19,411,2,822
5,2023-12-04 13:50:47.148915,Andrew Wilkins,vincentvilla@example.org,19,411,7,2877
6,2023-12-14 04:58:41.314554,Christine Carlson,thomasnicole@example.org,7,98,4,392
7,2023-12-27 16:43:01.115533,Kelly Jones,gabriellelane@example.com,4,409,1,409
8,2023-12-06 18:23:09.256929,Nathaniel Lawrence DDS,cooperkayla@example.org,18,73,3,219
9,2023-12-21 21:21:24.114902,Misty Knight,hayessara@example.org,12,95,2,190
10,2023-12-11 07:46:12.334891,Michael Hall,tthompson@example.com,19,411,7,2877
11,2023-12-23 09:22:56.103832,Robert Rojas,osullivan@example.net,19,411,9,3699
12,2023-12-24 22:00:36.986044,Virginia Jones,zgonzalez@example.org,4,409,7,2863
13,2023-12-21 02:24:14.532522,Megan Werner,elizabeth06@example.com,4,409,3,1227
14,2023-12-22 17:54:22.302822,Michelle Fowler,elizabethcarroll@example.net,4,409,8,3272
15,2023-12-23 15:39:10.916991,Robert Morales,ahanna@example.net,19,411,7,2877
16,2023-12-20 23:59:09.638706,Krista Stein,vanessa34@example.org,8,272,3,816
17,2023-12-25 05:04:56.966512,Denise Miller,tylerrobles@example.com,14,445,6,2670
18,2023-12-08 07:44:18.284318,Krista Nichols,hamiltonjonathan@example.org,19,411,7,2877
19,2023-12-01 19:30:59.852889,Eric Gutierrez,aprilklein@example.com,11,33,8,264
20,2023-12-01 01:06:40.619960,Michael Miller,timothy79@example.com,10,447,6,2682
21,2023-12-20 00:18:27.407728,Mark Hawkins,daniellebenson@example.org,11,33,9,297
22,2023-12-22 17:23:41.543748,Regina Walker,ogordon@example.net,2,326,7,2282
23,2023-12-17 15:17:57.701994,Christopher Coleman,njones@example.net,10,447,5,2235
24,2023-12-09 05:37:38.585311,Jessica Carter,kellyschmidt@example.com,6,305,1,305
25,2023-12-21 04:10:58.727136,Jack Moore,kimberlyholland@example.net,7,98,9,882
26,2023-12-10 05:13:10.838891,Christina Bowen,penakristina@example.net,18,73,9,657
27,2023-12-14 02:43:17.292057,Miss Sharon Miller DDS,christopher93@example.org,10,447,3,1341
28,2023-12-12 09:55:46.174484,Mariah Ashley,andrew13@example.org,5,398,1,398
29,2023-12-01 20:36:57.895317,Joseph Kelley,burtonandrew@example.net,5,398,3,1194
30,2023-12-28 12:13:15.097245,James Wilson,justingreen@example.com,2,326,1,326
31,2023-12-10 21:25:26.338569,Timothy Alvarez,cchen@example.com,3,438,8,3504
32,2023-12-06 19:33:23.999237,Danielle Tucker,vhenderson@example.org,14,445,8,3560
33,2023-12-03 16:37:45.803228,Nicholas Hawkins,xkim@example.org,6,305,5,1525
34,2023-12-21 18:24:02.973255,Robert Stone,kristin15@example.com,6,305,8,2440
35,2023-12-05 14:41:07.977456,Kendra Taylor,martinezandrew@example.net,6,305,1,305
36,2023-12-13 21:56:50.825039,Vernon Rogers,hollyperry@example.org,20,351,5,1755
37,2023-12-02 10:40:18.503288,Joseph Stevens,elizabeth13@example.com,9,33,5,165
38,2023-12-24 11:01:46.816689,Michelle Murphy,frank76@example.com,19,411,3,1233
39,2023-12-24 10:20:33.129607,Aaron Hernandez DDS,christinestrickland@example.net,17,123,5,615
40,2023-12-01 00:36:11.164866,Jennifer Hayes,david75@example.net,5,398,2,796
41,2023-12-13 18:59:09.732623,Mr. John Washington,ianlee@example.net,13,408,3,1224
42,2023-12-06 16:59:28.567509,Kimberly Rivera,joshua46@example.org,3,438,6,2628
43,2023-12-23 04:10:09.265624,Brandon Carroll DDS,heiditorres@example.com,15,117,1,117
44,2023-12-03 08:53:28.303554,Melissa Parsons,santiagodonald@example.net,6,305,6,1830
45,2023-12-18 06:42:53.347776,Philip Ortiz,sherrilee@example.com,3,438,9,3942
46,2023-12-15 19:46:24.257786,Eric Davis,ifitzpatrick@example.com,11,33,8,264
47,2023-12-14 23:44:40.755469,Shannon Oneal,diana88@example.net,6,305,2,610
48,2023-12-26 02:29:22.487910,Whitney Baker,marthajackson@example.com,7,98,3,294
49,2023-12-24 15:48:01.116246,William Taylor,danielcampbell@example.net,13,408,6,2448
50,2023-12-25 15:02:46.830131,Jason James,robert35@example.com,13,408,4,1632
51,2023-12-11 12:16:03.953730,Sabrina Buchanan,michaeltorres@example.net,1,44,9,396
52,2023-12-03 21:24:11.275077,Danielle Rhodes,rodney94@example.com,7,98,6,588
53,2023-12-05 11:56:12.418376,Debra Hess,riveraashley@example.net,9,33,6,198
