order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-07-21 06:21:49.356318,Carlos Garrett,thuynh@example.org,11,33,2,66
2,2023-07-17 16:41:16.437630,Dr. Yolanda Marsh,michelle28@example.net,6,305,3,915
3,2023-07-29 00:48:33.309802,Johnathan Cruz,reynoldsjoshua@example.org,6,305,2,610
4,2023-07-05 23:17:56.193268,Jennifer Rosales,brian88@example.org,10,447,6,2682
5,2023-07-25 22:16:34.868774,Christopher Richardson,navila@example.org,10,447,6,2682
6,2023-07-21 18:51:51.765163,Mercedes Hunt,troyevans@example.org,19,411,7,2877
7,2023-07-13 04:33:47.351883,Tyler Allison,benjamin25@example.org,6,305,9,2745
8,2023-07-21 04:50:48.714656,Jessica Smith,dawnmiller@example.com,1,44,2,88
9,2023-07-06 21:26:46.630229,Corey Gonzalez,melindamarks@example.com,8,272,9,2448
10,2023-07-01 14:07:15.553552,Shawn Galloway,umonroe@example.net,8,272,8,2176
11,2023-07-19 19:55:42.693797,Victoria Lopez,vreed@example.org,7,98,6,588
12,2023-07-16 10:05:59.000103,Crystal Jones,salasandrew@example.net,3,438,2,876
13,2023-07-21 05:44:38.517760,Jennifer Hopkins,rwilliams@example.org,3,438,7,3066
14,2023-07-23 09:28:06.785249,Jacob Jones,slewis@example.org,7,98,9,882
15,2023-07-23 12:55:46.958960,Bryan Knight,joseph99@example.net,2,326,9,2934
16,2023-07-11 13:31:48.731110,Regina Hays,rmerritt@example.net,3,438,9,3942
17,2023-07-09 15:57:41.540450,Richard Ortiz,craiglarson@example.org,11,33,3,99
18,2023-07-17 14:32:05.131453,Paul Jackson,amandaberry@example.com,9,33,6,198
19,2023-07-26 00:52:58.272409,Samantha Lewis,williamssarah@example.com,14,445,2,890
20,2023-07-17 16:56:57.384501,Christopher Oliver,fandrews@example.org,13,408,3,1224
21,2023-07-27 07:58:43.770355,Blake Carter,brettsanford@example.org,14,445,7,3115
22,2023-07-21 09:09:11.031621,Douglas Thomas,inoble@example.com,11,33,1,33
23,2023-07-25 10:51:30.302356,Jennifer Reid,mary95@example.net,3,438,7,3066
24,2023-07-15 15:10:56.266349,Rebecca Lozano,lauriemartinez@example.com,10,447,6,2682
25,2023-07-22 06:53:50.609719,Cynthia Williams,ericpeterson@example.net,19,411,6,2466
26,2023-07-17 08:16:36.935503,Christopher Watts,fmorris@example.com,15,117,7,819
27,2023-07-01 08:27:04.516833,Eric Montes,suzanne48@example.net,2,326,3,978
28,2023-07-04 20:34:03.622321,Lindsay Ward,rgonzales@example.org,10,447,5,2235
29,2023-07-18 21:57:43.354550,Kristen Ruiz,campbellchristine@example.org,8,272,5,1360
30,2023-07-18 11:41:17.194603,Daniel Jackson,ryan66@example.com,17,123,5,615
31,2023-07-27 13:34:12.227766,Chad Ferguson,zwilliamson@example.net,17,123,4,492
32,2023-07-04 23:17:39.605411,David Evans,dananelson@example.net,17,123,6,738
33,2023-07-28 05:32:31.961323,James Sandoval,lopezchelsea@example.com,9,33,7,231
34,2023-07-20 11:07:18.541971,Sheri Perez,umason@example.org,2,326,2,652
35,2023-07-04 06:56:54.501354,Stephanie Baker,yroberson@example.net,18,73,2,146
36,2023-07-26 20:28:34.142324,Shelby Jones,trantyler@example.org,5,398,2,796
37,2023-07-13 17:21:18.424806,Megan Dillon,hreed@example.com,9,33,6,198
38,2023-07-29 14:16:36.675580,Aaron Mcdonald,benjamin57@example.com,6,305,6,1830
39,2023-07-14 08:55:35.196154,Tiffany Orozco,seanrobertson@example.com,9,33,6,198
40,2023-07-24 19:34:55.116005,Caleb Lester,kmartinez@example.net,14,445,4,1780
41,2023-07-12 13:32:53.121910,Dustin Palmer,csalinas@example.net,17,123,1,123
42,2023-07-10 14:51:16.281462,Heidi Stein,kimberly66@example.com,8,272,6,1632
43,2023-07-11 05:56:06.155632,Taylor Johnson,patrick37@example.com,1,44,4,176
44,2023-07-23 19:58:56.653939,Betty Goodwin,qross@example.org,4,409,6,2454
45,2023-07-17 04:41:56.448205,Amy Rios,gallowayvanessa@example.net,13,408,9,3672
46,2023-07-10 12:06:03.074867,Larry White,humphreychristina@example.com,2,326,9,2934
47,2023-07-24 07:04:18.467308,Rebecca Carter MD,lauren03@example.com,7,98,5,490
48,2023-07-01 03:21:19.525290,Erik Day PhD,bonillagerald@example.net,8,272,4,1088
49,2023-07-08 04:54:56.578529,Taylor Liu,lance03@example.com,4,409,4,1636
50,2023-07-07 17:19:05.967115,Linda Tapia,lreeves@example.net,3,438,1,438
