order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-05-26 17:22:28.714228,Mario Greer,sfox@example.com,16,466,4,1864
2,2023-05-19 05:50:55.911452,Olivia Cooper,jwilliams@example.com,20,351,8,2808
3,2023-05-22 18:00:26.753900,Eric Conley,janetbennett@example.org,8,272,1,272
4,2023-05-19 05:23:23.055139,Steven Shaffer,shannonmelissa@example.net,6,305,5,1525
5,2023-05-12 13:48:59.265551,Julie Clark,yarnold@example.com,13,408,1,408
6,2023-05-25 10:03:50.379787,Lori Fitzgerald,halestacy@example.com,15,117,5,585
7,2023-05-24 20:25:22.965456,Joel Lewis,rodriguezmeghan@example.net,19,411,6,2466
8,2023-05-20 12:38:19.426394,Nicole Patel,karenramos@example.org,17,123,5,615
9,2023-05-01 06:01:47.808216,William Andrews,samanthajennings@example.org,2,326,2,652
10,2023-05-13 14:18:03.877414,Carla Jones,mstewart@example.com,14,445,6,2670
11,2023-05-29 15:12:32.595573,Zachary Romero,daniel16@example.net,13,408,9,3672
12,2023-05-27 03:15:03.926670,Jeffrey Baker,ksummers@example.com,16,466,2,932
13,2023-05-23 04:18:27.935153,Jeremiah Patton,shane03@example.com,17,123,1,123
14,2023-05-24 00:20:31.719774,David Avery,crystallawrence@example.org,16,466,3,1398
15,2023-05-16 03:42:07.362180,Eric Johnson,jreese@example.net,6,305,5,1525
16,2023-05-07 05:55:30.734505,Donna Blanchard,guzmanamy@example.org,3,438,9,3942
17,2023-05-28 09:43:29.360515,Brian Smith,andreavega@example.com,12,95,3,285
18,2023-05-18 14:28:48.014647,Ashley Morris,victorwheeler@example.com,10,447,8,3576
19,2023-05-19 18:31:46.412761,Ronald Wright Jr.,kathrynmoore@example.com,7,98,6,588
20,2023-05-24 16:48:56.881354,Stacey Camacho,gmcclain@example.com,5,398,3,1194
21,2023-05-02 05:15:42.845076,John Mccoy,frederickraymond@example.net,8,272,4,1088
22,2023-05-18 13:05:01.463941,Ryan Bradley,anne94@example.net,14,445,9,4005
23,2023-05-17 09:07:32.491756,Dustin Atkinson,ruizbrandon@example.net,2,326,6,1956
24,2023-05-05 01:13:21.330567,Matthew Williams,victoria71@example.org,8,272,5,1360
25,2023-05-01 07:01:13.143382,John Torres,joseph48@example.net,20,351,4,1404
26,2023-05-14 08:15:56.507975,Juan Patton,pwalsh@example.net,7,98,2,196
27,2023-05-21 15:48:38.926999,Corey Bullock,plopez@example.net,2,326,1,326
28,2023-05-12 13:05:12.425218,Alyssa Rodriguez,williamsbryan@example.org,16,466,3,1398
29,2023-05-21 05:58:20.360029,Trevor Moore,ulivingston@example.org,18,73,7,511
30,2023-05-13 11:18:10.237772,Kathy Mercer,daniellelewis@example.com,4,409,4,1636
31,2023-05-04 11:11:52.287536,Christopher Levine,lawrencemartin@example.com,8,272,4,1088
32,2023-05-03 16:48:14.533755,Anthony Price,barbarawalton@example.org,14,445,1,445
33,2023-05-12 14:14:24.134469,Megan Washington,orosales@example.com,6,305,7,2135
34,2023-05-08 19:34:26.096770,Abigail Kelly,jesse48@example.org,19,411,2,822
35,2023-05-05 03:53:05.122069,Eric Hernandez,joseph48@example.net,19,411,8,3288
36,2023-05-05 02:56:40.465910,Brian Garrison,jevans@example.org,17,123,6,738
37,2023-05-10 02:24:55.624832,Kaitlyn Medina,todd52@example.net,1,44,7,308
38,2023-05-17 12:05:27.166147,Cynthia Smith,richardruiz@example.com,13,408,2,816
39,2023-05-10 06:15:55.797472,Christina Odom,aaronponce@example.org,19,411,1,411
