order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-10-08 01:36:40.223746,Stephanie Garcia,andrew20@example.org,4,409,6,2454
2,2023-10-13 11:21:35.730918,Anna Stephenson,mstephenson@example.org,17,123,2,246
3,2023-10-25 23:36:24.604094,Rhonda Pugh,jasonowens@example.org,3,438,1,438
4,2023-10-22 04:45:32.189595,Gloria Johnson,deleonolivia@example.com,4,409,8,3272
5,2023-10-29 09:10:55.985640,Amanda Williams,rebeccabrown@example.com,9,33,3,99
6,2023-10-01 07:01:41.751046,Andrew Lopez,smithjustin@example.com,4,409,9,3681
7,2023-10-26 23:27:03.853815,Christopher Neal,ejones@example.org,14,445,7,3115
8,2023-10-20 20:54:41.353494,Bryan Schwartz,jessica00@example.org,8,272,9,2448
9,2023-10-06 12:58:42.783613,Cory Barker,yangnicholas@example.com,19,411,7,2877
10,2023-10-29 20:02:02.632504,Jasmine Jackson,peterstout@example.org,6,305,1,305
11,2023-10-24 09:11:10.711564,Justin Padilla,tryan@example.com,20,351,3,1053
12,2023-10-03 05:32:48.730151,Jason Rubio,imyers@example.org,15,117,3,351
13,2023-10-04 16:49:27.851248,Jeffrey Rios,smithkristen@example.net,10,447,8,3576
14,2023-10-26 16:08:49.085248,Diana Reed,thomaslopez@example.net,15,117,1,117
15,2023-10-17 06:40:46.957158,Ms. Whitney Shah,brandon75@example.com,2,326,2,652
16,2023-10-15 11:57:50.766726,Andrew York,kevincoffey@example.net,17,123,4,492
17,2023-10-15 04:19:33.846845,Jacob Jones,qadams@example.org,11,33,5,165
18,2023-10-15 12:36:04.060898,Alicia Glenn,joannaadkins@example.org,1,44,6,264
19,2023-10-14 15:22:34.000679,Mrs. Sierra Parks,mdixon@example.com,15,117,9,1053
20,2023-10-28 13:03:03.612471,Steven Yoder,jeremycantrell@example.org,2,326,3,978
21,2023-10-13 16:45:00.621997,Julia Wiggins,petersonmatthew@example.net,4,409,9,3681
22,2023-10-27 15:17:07.694643,Dawn Nelson,jessicahanson@example.org,9,33,2,66
23,2023-10-04 08:36:12.474815,Julie Stark,ygregory@example.com,3,438,9,3942
24,2023-10-27 10:29:01.966847,Tiffany Hart,wgregory@example.org,11,33,7,231
25,2023-10-21 18:44:40.455944,Krista Hale,htucker@example.com,15,117,9,1053
26,2023-10-04 19:30:55.583635,Gary Rush,kimjames@example.com,15,117,7,819
27,2023-10-17 12:29:18.966841,Mitchell Rose Jr.,michaelewing@example.net,11,33,3,99
28,2023-10-13 18:51:56.816567,Kyle Washington,juanolson@example.org,3,438,7,3066
29,2023-10-15 09:24:25.308049,Madison Davis,timothywilliams@example.com,5,398,1,398
30,2023-10-11 16:56:53.343234,Taylor House,sarah92@example.org,19,411,3,1233
31,2023-10-09 05:18:49.086575,Ryan Morales,caseyvillanueva@example.org,6,305,4,1220
32,2023-10-24 00:34:27.304479,Maria Brown,mgibbs@example.org,9,33,9,297
33,2023-10-06 19:04:07.305485,Phillip Yang,douglashodge@example.org,13,408,4,1632
34,2023-10-26 19:20:50.054820,Julie Branch,andersonbrian@example.org,11,33,2,66
35,2023-10-22 20:58:48.849601,Tracy Rodriguez,sue08@example.net,7,98,5,490
36,2023-10-16 07:49:20.231501,Jason Stanley,ariel44@example.org,4,409,3,1227
37,2023-10-18 17:19:26.604668,Greg Pratt,michelle76@example.net,4,409,2,818
38,2023-10-24 08:24:47.855724,Andrew Johnson,rogerskelly@example.net,9,33,5,165
39,2023-10-12 01:37:55.035078,Jeffrey Patterson,kennethherrera@example.com,14,445,7,3115
40,2023-10-01 05:27:35.916960,Jamie Clark,wsnyder@example.net,12,95,6,570
41,2023-10-16 07:15:05.998234,Stuart Wilson,elizabeth16@example.org,9,33,3,99
42,2023-10-23 19:59:27.620389,Crystal Bennett,amberdaniel@example.com,16,466,6,2796
43,2023-10-03 13:46:47.903419,Stephen Cannon,wschneider@example.com,9,33,1,33
44,2023-10-29 15:37:50.175823,Fernando Johnson,emily53@example.net,13,408,2,816
45,2023-10-06 22:04:20.199200,Joseph James,jpena@example.org,12,95,3,285
46,2023-10-22 16:18:28.122265,Jamie Lewis,ophillips@example.org,4,409,7,2863
47,2023-10-07 15:32:10.155538,Susan Lewis,darren85@example.net,7,98,2,196
48,2023-10-17 23:09:55.736225,Colleen Bishop,crossdebra@example.com,12,95,4,380
49,2023-10-02 20:38:51.916595,Derek Beasley,chadwoods@example.org,16,466,9,4194
50,2023-10-01 23:48:59.977131,Alyssa Jackson,kayla02@example.com,5,398,4,1592
51,2023-10-21 13:50:02.653999,Kyle Shepherd,brianmendez@example.com,1,44,6,264
52,2023-10-21 07:20:27.779181,Crystal Franklin,chenangela@example.net,3,438,7,3066
53,2023-10-23 21:31:34.779720,Mary Patrick,jennifer33@example.net,9,33,3,99
54,2023-10-22 19:06:08.341214,Susan Suarez,michele28@example.net,14,445,9,4005
55,2023-10-12 19:04:07.685166,Stephen Ruiz,cprince@example.net,18,73,5,365
56,2023-10-01 23:59:44.434391,Marissa Heath,matthewbenton@example.org,3,438,1,438
57,2023-10-03 08:21:39.088185,Mike Moore,robert33@example.net,13,408,8,3264
58,2023-10-19 19:40:33.657741,Tiffany Estes,tammie07@example.org,17,123,2,246
59,2023-10-05 12:27:53.932114,Lindsay Davidson,brianvilla@example.org,3,438,2,876
60,2023-10-05 08:41:42.813133,Erin Banks,nking@example.org,4,409,3,1227
61,2023-10-17 22:17:40.793433,Laura Price,jasonmoore@example.net,12,95,7,665
62,2023-10-12 01:01:49.940729,Jamie Robbins,mccoyabigail@example.org,4,409,7,2863
63,2023-10-14 18:21:13.868409,Joseph Green,mmckee@example.net,2,326,3,978
64,2023-10-27 16:13:41.840205,James Bell,gschneider@example.com,18,73,8,584
65,2023-10-02 13:43:11.623671,Joshua Kelley,kylejimenez@example.net,10,447,6,2682
66,2023-10-05 13:33:01.481803,Paula Reeves,seanduffy@example.com,2,326,8,2608
67,2023-10-14 14:06:32.486574,Betty Hall,toddholly@example.org,4,409,9,3681
68,2023-10-01 10:06:03.401900,Erin Ortiz,fletchererica@example.org,8,272,6,1632
69,2023-10-07 07:59:40.767093,Richard Jacobs,brian89@example.org,6,305,4,1220
70,2023-10-02 04:03:18.852358,Suzanne Blair,thomas62@example.net,15,117,3,351
71,2023-10-26 20:40:57.588500,Anthony Gallegos,patelamanda@example.com,18,73,8,584
72,2023-10-07 11:37:51.213043,Paige Acosta,lori15@example.net,11,33,3,99
73,2023-10-07 18:29:26.367033,Heather Figueroa,richard83@example.org,18,73,9,657
74,2023-10-14 03:35:09.835256,Karen Lowe,zcollins@example.org,4,409,8,3272
75,2023-10-07 04:43:51.103443,David Lamb,askinner@example.com,12,95,3,285
76,2023-10-03 17:14:43.020084,Drew Phelps,jonathanbrandt@example.net,18,73,5,365
77,2023-10-06 00:25:16.485090,Tammy Rivera,bwilliamson@example.net,10,447,7,3129
78,2023-10-19 12:09:22.314101,Theresa Moses,mjones@example.com,4,409,6,2454
79,2023-10-14 13:19:03.891886,Ronald Boyd,nbarnett@example.org,20,351,3,1053
80,2023-10-25 18:21:27.034000,Ashley Simpson,ayerslisa@example.org,10,447,4,1788
81,2023-10-05 13:03:51.121692,Derrick Becker,alynn@example.com,12,95,7,665
82,2023-10-19 18:28:06.600330,Lisa Cook,billy52@example.net,19,411,9,3699
83,2023-10-19 08:39:29.529613,Andrew Gilbert,patrick42@example.org,8,272,6,1632
84,2023-10-19 14:19:53.731646,Zachary Cline,gutierrezsydney@example.org,7,98,7,686
85,2023-10-03 06:23:00.245641,Kathleen Thompson,aking@example.net,2,326,3,978
86,2023-10-26 05:53:37.812539,Christian Garner,riveraanna@example.net,20,351,7,2457
87,2023-10-06 04:47:17.325485,Mary Jackson,bradleyjackson@example.net,13,408,1,408
88,2023-10-02 09:02:26.384886,Anne Bell,maureenwise@example.org,13,408,3,1224
89,2023-10-12 05:31:04.459990,Kevin Larson,kristen54@example.net,6,305,6,1830
90,2023-10-20 13:28:29.137576,Tonya Bradford,jessica06@example.net,8,272,8,2176
91,2023-10-29 11:02:37.873247,Mark Grimes,castrodestiny@example.net,1,44,3,132
92,2023-10-21 02:33:18.359307,Andrea Paul,daniel63@example.org,12,95,4,380
93,2023-10-06 22:44:07.892818,Kendra Copeland,jonesjose@example.net,16,466,4,1864
94,2023-10-10 09:49:23.353809,Aaron Huffman,delgadoelizabeth@example.com,13,408,4,1632
95,2023-10-11 03:30:46.512621,Robert Perez,james72@example.com,10,447,3,1341
96,2023-10-06 15:44:27.972790,Brenda Kidd,damonowens@example.com,14,445,2,890
97,2023-10-18 21:47:01.017754,Edwin Alvarez,leeariel@example.org,11,33,9,297
98,2023-10-02 15:10:10.852714,Hannah Foster,jordanjudy@example.org,2,326,7,2282
99,2023-10-29 17:49:06.264307,John James,livingstonsara@example.com,8,272,2,544
100,2023-10-13 07:22:03.247802,Amanda Lee,lauren69@example.com,20,351,1,351
101,2023-10-20 16:51:17.549087,Connor Kline,ejohnson@example.net,1,44,3,132
102,2023-10-08 01:58:58.916610,Crystal Gross,sarahjohnson@example.org,7,98,9,882
103,2023-10-19 11:45:20.355276,Brandi Wilson,courtney52@example.org,12,95,1,95
104,2023-10-13 13:51:12.155308,Bryce Marsh DVM,johnwashington@example.com,19,411,2,822
105,2023-10-20 23:21:47.973448,James Harris,newmansandra@example.org,11,33,9,297
106,2023-10-01 06:20:04.389202,Andrea Nelson,anthonymalone@example.com,17,123,6,738
107,2023-10-23 23:50:40.897367,Justin Browning,adammcdowell@example.org,17,123,7,861
108,2023-10-03 17:41:04.794517,Sherry Fox,colesharon@example.org,6,305,8,2440
109,2023-10-20 00:47:03.151488,Allen Chavez,scottstephen@example.org,4,409,7,2863
110,2023-10-17 06:10:03.046152,Joseph Barrett DDS,barbaraknight@example.net,5,398,3,1194
111,2023-10-26 00:41:11.596983,Ronnie Cole,kevinphillips@example.com,8,272,2,544
