order_id,order_date,customer_name,customer_email,product_id,price,quantity,total
1,2023-11-15 14:23:02.572054,Mary Hayes,pamela29@example.org,3,438,1,438
2,2023-11-13 07:02:34.675118,Jermaine Holland,jjohnson@example.net,7,98,6,588
3,2023-11-04 03:13:12.259458,Matthew Murphy,pwalker@example.net,6,305,1,305
4,2023-11-11 01:54:25.388050,Kelly Rivera,rbest@example.net,13,408,1,408
5,2023-11-24 01:03:44.341087,Ralph Richardson,robertskelly@example.net,5,398,1,398
6,2023-11-29 07:44:55.771825,Teresa Garcia,robertpowers@example.com,3,438,1,438
7,2023-11-07 02:00:00.793835,Paul Valencia,andrew34@example.net,6,305,2,610
8,2023-11-21 18:31:40.053310,Shane Aguirre,zcervantes@example.org,10,447,9,4023
9,2023-11-08 02:25:25.787527,Veronica Thompson,coreywarren@example.net,1,44,3,132
10,2023-11-02 11:51:13.512300,Mark Lamb,smithlatasha@example.net,16,466,7,3262
11,2023-11-19 01:38:17.514608,Christian Griffith,danielrodriguez@example.org,12,95,1,95
12,2023-11-14 18:34:37.421143,Ryan Cole,mercadolinda@example.net,6,305,3,915
13,2023-11-01 04:17:39.536455,Jeffery Owens,christine25@example.org,16,466,8,3728
14,2023-11-27 13:31:23.866993,Logan Valentine,alexanderstevens@example.net,20,351,1,351
15,2023-11-16 20:26:32.036245,Lisa Schneider,erin94@example.net,8,272,5,1360
16,2023-11-21 13:44:45.569921,Katelyn Tyler,james67@example.com,17,123,2,246
17,2023-11-29 06:31:18.526880,Anthony Hodges,elizabethlee@example.com,14,445,5,2225
18,2023-11-24 14:01:53.743027,Dawn Padilla,christopherrollins@example.org,6,305,2,610
19,2023-11-10 05:11:58.659448,Angela Conley,qpatel@example.com,20,351,6,2106
20,2023-11-22 05:19:26.848452,Shane Lopez,jbaker@example.org,20,351,1,351
21,2023-11-23 09:10:36.653877,Jodi Guerra,nataliegomez@example.com,10,447,3,1341
22,2023-11-11 20:27:42.037196,Timothy Young,ninadyer@example.com,5,398,7,2786
23,2023-11-24 10:55:10.753462,Jamie Pearson,karamiller@example.net,20,351,1,351
24,2023-11-02 23:02:04.320517,Charles Best,icurry@example.net,6,305,7,2135
25,2023-11-27 01:15:03.025919,Peter Sanders,holly76@example.com,13,408,8,3264
26,2023-11-15 22:41:23.906990,Katie Sullivan,nicolegarrett@example.org,10,447,6,2682
27,2023-11-10 10:59:48.143682,Rebecca Bowen,vicki09@example.net,17,123,9,1107
28,2023-11-17 17:25:52.357102,Sean Brown,angelaward@example.org,10,447,8,3576
29,2023-11-14 22:13:20.888539,Samuel Huang,sue70@example.com,19,411,1,411
30,2023-11-17 20:03:00.600976,Robert White,patrickbutler@example.org,12,95,1,95
31,2023-11-03 09:15:27.314491,Whitney Schaefer,asimpson@example.com,2,326,5,1630
32,2023-11-24 06:06:36.980647,Jennifer Christian,williscory@example.com,4,409,9,3681
33,2023-11-09 01:34:40.946685,Andrew Griffin,morganmichael@example.com,6,305,2,610
34,2023-11-19 10:51:44.377535,David Johnson,egarcia@example.com,8,272,8,2176
35,2023-11-13 14:11:06.206628,Jorge Reed,michael01@example.net,12,95,2,190
36,2023-11-02 02:47:13.426082,Scott Smith,cooleykristina@example.com,16,466,9,4194
37,2023-11-06 12:55:25.871150,Micheal Marshall,danny54@example.net,20,351,2,702
38,2023-11-24 06:41:58.123064,Todd Taylor,teresasanders@example.net,8,272,8,2176
39,2023-11-18 16:04:05.864555,Ian Smith,garciamason@example.org,15,117,5,585
40,2023-11-16 16:53:10.850474,Benjamin Moore,daughertytiffany@example.net,20,351,9,3159
41,2023-11-18 01:29:44.536158,Elizabeth Lopez,steven21@example.net,7,98,3,294
42,2023-11-15 00:38:44.419941,Gina Simmons,davidstephens@example.net,17,123,8,984
43,2023-11-16 12:44:33.206977,Kristen Nguyen,mperry@example.com,8,272,4,1088
44,2023-11-19 03:54:54.618476,Michael Chapman,eric37@example.org,8,272,6,1632
45,2023-11-16 17:47:53.463781,Melissa Estrada,manningandrew@example.net,16,466,1,466
46,2023-11-28 05:10:25.754059,Donna Bowers,idavis@example.org,19,411,1,411
